Region,Sales,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Product ID,Category,Sub-Category,Product Name
West,22.14,CA-2016-114951,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak"
West,22.14,CA-2017-111591,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak"
West,22.18,CA-2017-149559,Same Day,KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes
West,22.23,CA-2017-105809,First Class,HW-14935,Helen Wasserman,Corporate,United States,San Diego,California,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock"
West,22.424000000000003,CA-2017-108854,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black"
West,22.5,CA-2016-123512,First Class,MV-18190,Mike Vittorini,Consumer,United States,Los Angeles,California,OFF-LA-10000081,Office Supplies,Labels,Avery 496
West,22.549999999999997,CA-2014-162992,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips
West,22.620000000000005,US-2016-105578,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders
West,22.638,CA-2017-141117,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets"
West,22.66,CA-2014-142769,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room"
West,22.72,CA-2014-143336,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1"""
West,22.72,CA-2016-134803,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1"""
West,22.72,CA-2017-142643,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Thousand Oaks,California,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock"
West,22.72,US-2016-115819,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages"
West,22.752000000000002,CA-2017-117646,Standard Class,SC-20845,Sung Chung,Consumer,United States,Louisville,Colorado,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"
West,22.77,CA-2017-119564,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Seattle,Washington,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow"
West,22.776000000000003,US-2014-137680,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack"
West,22.784000000000002,CA-2016-167507,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock"
West,22.830000000000002,CA-2014-157546,First Class,RD-19720,Roger Demir,Consumer,United States,San Francisco,California,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"
West,22.830000000000002,CA-2017-154116,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Inglewood,California,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"
West,22.848,CA-2015-152513,Second Class,JP-16135,Julie Prescott,Home Office,United States,San Diego,California,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings
West,22.919999999999998,CA-2016-112340,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Riverside,California,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"
West,22.919999999999998,US-2016-155768,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"
West,22.92,CA-2017-107909,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Redmond,Washington,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders
West,22.959999999999997,CA-2017-163209,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,OFF-AR-10003651,Office Supplies,Art,Newell 350
West,22.96,CA-2014-127012,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"
West,22.96,CA-2015-132815,Second Class,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels
West,22.98,CA-2014-128524,First Class,MZ-17515,Mary Zewe,Corporate,United States,Seattle,Washington,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge
West,23.04,CA-2016-104689,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box"
West,23.04,CA-2017-128965,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,OFF-LA-10003190,Office Supplies,Labels,Avery 474
West,23.1,CA-2014-133851,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner
West,23.1,CA-2017-143651,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Seattle,Washington,OFF-AR-10001446,Office Supplies,Art,Newell 309
West,23.12,CA-2017-117212,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924
West,23.120000000000005,CA-2017-134915,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978
West,23.136000000000003,CA-2015-148180,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Oxnard,California,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders
West,23.16,US-2017-141943,Standard Class,DK-12985,Darren Koutras,Consumer,United States,San Francisco,California,OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown"
West,23.168000000000003,CA-2017-108560,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front"
West,23.2,CA-2016-124814,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
West,23.200000000000003,US-2015-106873,Second Class,KM-16720,Kunst Miller,Consumer,United States,Avondale,Arizona,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard
West,23.24,CA-2017-150609,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Los Angeles,California,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings
West,23.32,CA-2016-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener
West,23.32,CA-2017-102974,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Los Angeles,California,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener
West,23.344,US-2015-159499,Second Class,EM-14095,Eudokia Martin,Corporate,United States,Phoenix,Arizona,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard
West,23.36,CA-2017-108091,Standard Class,EK-13795,Eileen Kiefer,Home Office,United States,Escondido,California,OFF-AR-10000255,Office Supplies,Art,Newell 328
West,23.36,CA-2017-166093,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope
West,23.376,CA-2017-118017,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Thornton,Colorado,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings
West,23.472,CA-2014-159625,Standard Class,SM-20005,Sally Matthias,Consumer,United States,Scottsdale,Arizona,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope
West,23.56,CA-2016-109869,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories
West,23.669999999999998,CA-2016-126732,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins
West,23.832,CA-2017-143378,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers
West,23.84,CA-2015-102855,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Spokane,Washington,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils
West,23.849999999999998,CA-2017-164049,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Seattle,Washington,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book"
West,23.88,CA-2014-164721,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings
West,23.88,CA-2017-133046,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings
West,23.88,CA-2017-167640,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon
West,23.92,CA-2014-114125,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Los Angeles,California,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
West,23.92,CA-2015-144267,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974
West,23.976000000000003,CA-2014-152345,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s
West,23.99,US-2014-138247,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black"
West,24.14,CA-2017-136651,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories
West,24.192,CA-2015-146465,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,San Francisco,California,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders
West,24.2,CA-2017-144589,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors
West,24.27,CA-2016-129630,Same Day,IM-15055,Ionia McGrath,Consumer,United States,San Francisco,California,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black"
West,24.320000000000004,CA-2017-137428,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders
West,24.368000000000002,CA-2017-131492,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories
West,24.4,CA-2015-167745,Standard Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
West,24.448,CA-2015-145065,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers
West,24.56,CA-2017-138870,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907
West,24.56,CA-2017-156776,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881
West,24.64,CA-2015-126186,First Class,GB-14530,George Bell,Corporate,United States,Aurora,Colorado,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories
West,24.700000000000003,CA-2016-124233,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
West,24.704,US-2016-113985,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets
West,24.75,US-2016-139087,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black"
West,24.784000000000002,CA-2016-100083,Standard Class,CD-11980,Carol Darley,Consumer,United States,Medford,Oregon,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"
West,24.816000000000003,CA-2017-131212,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Bellevue,Washington,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs
West,24.849999999999998,CA-2016-163937,Second Class,JB-16000,Joy Bell-,Consumer,United States,Longview,Washington,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back"
West,24.900000000000002,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC
West,24.96,US-2016-100839,Standard Class,NC-18625,Noah Childs,Corporate,United States,Aurora,Colorado,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"
West,25.02,US-2017-163790,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames
West,25.031999999999996,CA-2016-156811,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,California,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
West,25.031999999999996,US-2015-129007,First Class,KD-16615,Ken Dana,Corporate,United States,Anaheim,California,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
West,25.031999999999996,US-2015-138716,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
West,25.08,CA-2015-119508,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy"
West,25.11,US-2017-123281,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Los Angeles,California,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps
West,25.120000000000005,CA-2017-123967,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs
West,25.16,CA-2017-151008,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Draper,Utah,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size"
West,25.164,US-2014-160780,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders"
West,25.344,CA-2017-140760,Second Class,DO-13435,Denny Ordway,Consumer,United States,Mesa,Arizona,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
West,25.349999999999998,CA-2016-120005,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors"
West,25.349999999999998,CA-2016-165561,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Bellevue,Washington,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors"
West,25.4,CA-2016-103107,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown"
West,25.4,CA-2016-147137,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown"
West,25.44,CA-2014-128237,Standard Class,CA-12265,Christina Anderson,Consumer,United States,San Francisco,California,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"
West,25.584000000000003,CA-2017-112515,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""
West,25.68,CA-2015-159380,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953
West,25.76,CA-2015-110870,First Class,KD-16270,Karen Daniels,Consumer,United States,Los Angeles,California,OFF-SU-10001225,Office Supplies,Supplies,Staple remover
West,25.78,CA-2014-151995,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card
West,25.824,CA-2015-135545,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11"""
West,25.824,CA-2017-123778,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,San Francisco,California,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11"""
West,25.83,CA-2017-107314,First Class,MZ-17335,Maria Zettner,Home Office,United States,San Francisco,California,FUR-FU-10003489,Furniture,Furnishings,Contemporary Borderless Frame
West,25.86,CA-2017-104619,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length"
West,25.92,CA-2014-104178,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,OFF-PA-10004983,Office Supplies,Paper,Xerox 23
West,25.92,CA-2014-127131,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,OFF-PA-10001800,Office Supplies,Paper,Xerox 220
West,25.92,CA-2015-107685,Second Class,JM-15865,John Murray,Consumer,United States,Las Vegas,Nevada,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997
West,25.92,CA-2017-105326,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Los Angeles,California,OFF-PA-10001639,Office Supplies,Paper,Xerox 203
West,25.92,CA-2017-139080,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,OFF-PA-10004621,Office Supplies,Paper,Xerox 212
West,25.92,CA-2017-163209,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,OFF-PA-10001166,Office Supplies,Paper,Xerox 2
West,25.92,US-2014-112991,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Caldwell,Idaho,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931
West,25.92,US-2016-108455,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,OFF-PA-10002262,Office Supplies,Paper,Xerox 192
West,25.920000000000005,US-2014-139640,Second Class,TB-21595,Troy Blackwell,Consumer,United States,Portland,Oregon,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995
West,25.98,US-2017-130687,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Edmonds,Washington,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener
West,25.99,US-2017-158505,Same Day,SF-20200,Sarah Foster,Consumer,United States,Murray,Utah,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
West,26.01,CA-2016-153661,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,OFF-LA-10004689,Office Supplies,Labels,Avery 512
West,26.032,CA-2017-133823,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""
West,26.2,CA-2017-133046,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5"""
West,26.25,CA-2017-167913,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,OFF-LA-10002787,Office Supplies,Labels,Avery 480
West,26.25,CA-2017-169859,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon"
West,26.352000000000004,CA-2016-130484,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Gresham,Oregon,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers
West,26.352000000000004,CA-2017-163874,Second Class,NC-18535,Nick Crebassa,Corporate,United States,Seattle,Washington,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers
West,26.400000000000002,CA-2015-162166,First Class,NM-18520,Neoma Murray,Consumer,United States,Moreno Valley,California,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928
West,26.400000000000002,US-2017-131849,Standard Class,GH-14410,Gary Hansen,Home Office,United States,San Francisco,California,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers
West,26.400000000000002,US-2017-153948,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper
West,26.46,CA-2014-133830,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils
West,26.48,US-2017-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame
West,26.72,US-2017-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968
West,26.76,CA-2014-164721,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
West,26.849999999999998,CA-2016-169663,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Los Angeles,California,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
West,26.96,CA-2015-121391,First Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black"
West,26.96,CA-2016-160717,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Santa Barbara,California,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard
West,26.976,CA-2015-169278,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Seattle,Washington,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs
West,26.976,CA-2016-161669,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs
West,27.15,CA-2017-117457,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page"
West,27.18,US-2017-103226,Standard Class,DW-13195,David Wiener,Corporate,United States,Albuquerque,New Mexico,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes
West,27.240000000000002,CA-2016-138037,Standard Class,AR-10540,Andy Reiter,Consumer,United States,San Francisco,California,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos
West,27.264,CA-2016-162614,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers
West,27.36,CA-2014-109918,Second Class,LR-17035,Lisa Ryan,Corporate,United States,Santa Clara,California,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut"
West,27.496000000000002,CA-2017-124436,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"
West,27.552000000000003,CA-2014-111451,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"
West,27.6,CA-2014-135993,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Seattle,Washington,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB
West,27.680000000000003,CA-2016-113817,Standard Class,MJ-17740,Max Jones,Consumer,United States,Seattle,Washington,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders
West,27.695999999999998,CA-2015-104346,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards
West,27.72,CA-2016-130638,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,OFF-LA-10002195,Office Supplies,Labels,Avery 481
West,27.76,CA-2017-123701,First Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner
West,27.792,CA-2016-157742,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Springfield,Oregon,OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown"
